wav,GPb
9329.999999999998,0.129818524
9339.999999999998,0.127475437
9349.999999999998,0.125125476
9359.999999999998,0.122937568
9369.999999999998,0.120711798
9379.999999999998,0.118314345
9389.999999999998,0.116018797
9399.999999999998,0.113758622
9409.999999999998,0.111693532
9419.999999999998,0.109615906
9429.999999999998,0.107402656
9439.999999999998,0.105374647
9449.999999999998,0.103239456
9459.999999999998,0.10106193
9469.999999999998,0.0990179458
9479.999999999998,0.0970876723
9489.999999999998,0.0950985582
9499.999999999998,0.0931891382
9509.999999999998,0.0912931456
9519.999999999998,0.0895365374
9529.999999999998,0.0876406868
9539.999999999998,0.0858260089
9549.999999999998,0.083896431
9559.999999999998,0.081801158
9569.999999999998,0.0801260722
9579.999999999998,0.0784905076
9589.999999999998,0.0767571241
9599.999999999998,0.074983285
9609.999999999998,0.0732033366
9619.999999999998,0.0714271926
9629.999999999998,0.0697384298
9639.999999999998,0.0681054818
9649.999999999998,0.0665621078
9659.999999999998,0.0650566774
9669.999999999998,0.0635366549
9679.999999999998,0.0619414516
9689.999999999998,0.0603444134
9699.999999999998,0.058819497
9709.999999999998,0.0572842491
9719.999999999998,0.0558320087
9729.999999999998,0.0544731256
9739.999999999998,0.0531892434
9749.999999999998,0.0518819276
9759.999999999998,0.0504960013
9769.999999999998,0.0491043518
9779.999999999998,0.0477397242
9789.999999999998,0.0464290407
9799.999999999998,0.0451523186
9809.999999999998,0.0439537936
9819.999999999998,0.0427842864
9829.999999999998,0.0416059976
9839.999999999998,0.0404491284
9849.999999999998,0.0393175265
9859.999999999998,0.0381228672
9869.999999999998,0.0370017155
9879.999999999998,0.035889212
9889.999999999998,0.0348694504
9899.999999999998,0.0338677803
9909.999999999998,0.0328545025
9919.999999999998,0.0318635224
9929.999999999998,0.0308505958
9939.999999999998,0.0298422262
9949.999999999998,0.0288698314
9959.999999999998,0.0279096167
9969.999999999998,0.0270155912
9979.999999999998,0.026182638
9989.999999999998,0.0253761189
9999.999999999998,0.0245381883
10009.999999999998,0.0236901917
10019.999999999998,0.0228654041
10029.999999999998,0.0220616877
10039.999999999998,0.0212750382
10049.999999999998,0.020539373
10059.999999999998,0.0198252817
10069.999999999998,0.0191392465
10079.999999999998,0.0184634887
10089.999999999998,0.0177940347
10099.999999999998,0.0171045299
10109.999999999998,0.0164408885
10119.999999999998,0.0157992794
10129.999999999998,0.0151890084
10139.999999999998,0.0146000832
10149.999999999998,0.0140438991
10159.999999999998,0.013515206
10169.999999999998,0.0129890078
10179.999999999998,0.0124326267
10189.999999999998,0.011918027
10199.999999999998,0.0113958923
10209.999999999998,0.010911539
10219.999999999998,0.0104521107
10229.999999999998,0.0100129018
10239.999999999998,0.00959084092
10249.999999999998,0.00919348122
10259.999999999998,0.00879047352
10269.999999999998,0.00838172296
10279.999999999998,0.00798808843
10289.999999999998,0.00761580777
10299.999999999998,0.00725157056
10309.999999999998,0.00691641033
10319.999999999998,0.00659050148
10329.999999999998,0.00628198777
10339.999999999998,0.00597895856
10349.999999999998,0.00568605069
10359.999999999998,0.00540603194
10369.999999999998,0.00512860149
10379.999999999998,0.00486306725
10389.999999999998,0.00460737466
10399.999999999998,0.00436700622
10409.999999999998,0.00413684231
10419.999999999998,0.00391409777
10429.999999999998,0.00370426533
10439.999999999998,0.00349768928
10449.999999999998,0.00329787242
10459.999999999998,0.00310114462
10469.999999999998,0.00291166362
10479.999999999998,0.00273715363
10489.999999999998,0.00257163006
10499.999999999998,0.00241251048
